day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
1,2024,01,15,2024-01-15,31.5,16.3,1021.1,10.0,10.5,20.0,31.1,45.0,26.1,0.0,999.9,0,197
2,2024,01,16,2024-01-16,38.8,36.8,1014.5,5.4,9.0,15.9,22.0,51.1,26.1,0.04,999.9,1,276
3,2024,01,17,2024-01-17,29.0,20.4,1008.5,9.1,15.7,22.0,33.0,51.1,23.0,0.25,999.9,1,253
4,2024,01,18,2024-01-18,28.8,13.3,1018.4,10.0,14.0,19.0,28.0,36.0,23.0,0.0,999.9,0,226
5,2024,01,19,2024-01-19,31.4,23.9,1013.0,7.1,9.2,15.9,24.1,36.0,24.1,0.0,999.9,0,251
6,2024,01,20,2024-01-20,22.1,11.6,1007.9,9.5,12.5,20.0,28.0,33.1,18.0,0.0,999.9,0,208
7,2024,01,21,2024-01-21,21.2,11.8,1018.8,10.0,12.3,18.1,25.1,26.1,18.0,0.0,999.9,0,231
1,2024,01,22,2024-01-22,28.8,15.7,1030.2,10.0,11.3,18.1,25.1,37.0,19.0,0.0,999.9,0,243
2,2024,01,23,2024-01-23,39.5,28.3,1029.6,10.0,13.9,22.0,29.9,42.1,21.9,0.0,999.9,0,225
3,2024,01,24,2024-01-24,36.5,35.6,1034.0,6.6,6.0,9.9,999.9,42.1,32.0,0.09,999.9,0,259
4,2024,01,25,2024-01-25,45.1,44.7,1022.8,4.1,11.2,15.9,999.9,51.1,32.0,0.19,999.9,1,249
5,2024,01,26,2024-01-26,42.4,40.7,1020.1,7.0,10.0,19.0,31.1,51.1,41.0,0.08,999.9,1,267
6,2024,01,27,2024-01-27,39.4,38.0,1020.9,6.7,9.3,14.0,999.9,45.0,36.0,0.21,999.9,1,243
7,2024,01,28,2024-01-28,37.0,35.2,1016.0,7.3,7.5,20.0,31.1,42.8,32.0,0.08,999.9,0,251
1,2024,01,29,2024-01-29,37.7,36.5,1002.8,6.0,22.0,28.9,45.1,42.1,33.1,0.72,999.9,0,256
2,2024,01,30,2024-01-30,30.5,22.7,1020.5,9.6,17.2,22.9,34.0,41.0,27.0,0.01,999.9,0,206
3,2024,01,31,2024-01-31,31.6,22.9,1021.4,10.0,4.2,8.9,999.9,36.0,26.1,0.0,999.9,0,244
4,2024,02,01,2024-02-01,36.5,28.5,1017.1,10.0,6.0,11.1,999.9,39.9,26.1,0.0,999.9,0,219
5,2024,02,02,2024-02-02,39.9,36.5,1011.4,9.6,8.6,12.0,18.1,42.1,33.1,0.0,999.9,0,254
6,2024,02,03,2024-02-03,34.5,27.3,1013.3,10.0,17.8,22.0,31.1,42.1,30.9,0.0,999.9,0,241
7,2024,02,04,2024-02-04,32.5,18.3,1012.3,10.0,18.0,22.9,34.0,37.9,28.0,0.0,999.9,0,242
1,2024,02,05,2024-02-05,34.4,20.5,1009.8,10.0,17.7,22.9,33.0,37.0,28.0,0.0,999.9,0,259
2,2024,02,06,2024-02-06,34.6,27.7,1017.1,8.8,16.5,22.0,29.9,39.0,30.9,0.0,999.9,0,247
3,2024,02,07,2024-02-07,35.5,31.8,1023.6,9.3,14.1,19.0,27.0,39.9,30.9,0.0,999.9,0,247
4,2024,02,08,2024-02-08,35.4,29.4,1025.5,9.8,7.6,11.1,999.9,42.1,28.0,0.0,999.9,0,241
5,2024,02,09,2024-02-09,34.4,31.5,1022.8,10.0,5.1,12.0,999.9,44.1,25.0,0.0,999.9,1,290
6,2024,02,10,2024-02-10,41.6,39.8,1012.0,9.0,8.0,11.1,999.9,46.0,25.0,0.0,999.9,0,194
7,2024,02,11,2024-02-11,43.6,37.7,1009.7,9.6,9.6,13.0,999.9,48.0,37.0,0.0,999.9,0,185
1,2024,02,12,2024-02-12,38.2,33.0,1011.4,10.0,6.2,8.9,999.9,48.0,33.1,0.0,999.9,0,245
2,2024,02,13,2024-02-13,35.7,34.0,1002.5,6.3,13.6,35.0,49.9,46.0,32.0,0.0,999.9,1,180
3,2024,02,14,2024-02-14,32.1,22.3,1007.4,10.0,14.4,22.0,35.0,39.9,30.0,0.73,999.9,0,281
4,2024,02,15,2024-02-15,29.6,15.1,1015.7,10.0,14.5,26.0,38.1,36.0,26.1,0.0,999.9,0,239
5,2024,02,16,2024-02-16,37.0,25.4,1006.5,9.8,17.7,28.9,46.0,39.0,26.1,0.0,999.9,0,281
6,2024,02,17,2024-02-17,31.6,23.0,1009.0,7.4,5.5,17.1,28.0,39.0,28.0,0.0,999.9,0,248
7,2024,02,18,2024-02-18,30.7,18.3,1010.1,10.0,17.0,31.1,40.0,37.9,23.0,0.01,999.9,0,209
1,2024,02,19,2024-02-19,35.4,21.7,1015.9,10.0,10.1,21.0,27.0,39.0,23.0,0.0,999.9,0,173
2,2024,02,20,2024-02-20,29.8,16.8,1029.4,10.0,7.7,14.0,19.0,39.0,24.1,0.0,999.9,0,225
3,2024,02,21,2024-02-21,29.5,20.4,1031.7,10.0,7.0,14.0,22.0,39.0,21.0,0.0,999.9,0,201
4,2024,02,22,2024-02-22,31.9,25.4,1019.2,10.0,6.3,11.1,999.9,39.0,21.0,0.0,999.9,0,232
5,2024,02,23,2024-02-23,40.8,38.6,1003.1,7.8,9.0,14.0,999.9,46.0,25.0,0.19,999.9,0,206
6,2024,02,24,2024-02-24,39.3,35.0,999.6,8.6,11.8,15.9,25.1,46.0,35.1,0.07,999.9,0,201
7,2024,02,25,2024-02-25,29.4,18.0,1017.5,10.0,9.4,18.1,28.0,44.1,25.0,0.0,999.9,0,225
1,2024,02,26,2024-02-26,37.8,31.6,1018.6,9.9,13.3,17.1,21.0,46.0,25.0,0.0,999.9,0,226
2,2024,02,27,2024-02-27,42.1,40.2,1019.4,7.5,8.2,15.9,19.0,50.0,32.0,0.0,999.9,1,260
3,2024,02,28,2024-02-28,47.9,47.2,1013.7,3.6,19.9,31.1,47.0,51.1,34.0,0.23,999.9,1,186
4,2024,02,29,2024-02-29,37.7,24.6,1017.9,8.2,19.9,27.0,42.9,51.1,30.0,0.24,999.9,0,215
5,2024,03,01,2024-03-01,31.7,15.6,1033.6,10.0,12.5,17.1,28.9,48.9,27.0,0.0,999.9,0,262
6,2024,03,02,2024-03-02,41.4,37.3,1032.7,8.6,12.0,20.0,28.0,48.0,27.0,0.11,999.9,0,184
7,2024,03,03,2024-03-03,46.8,45.9,1020.1,3.7,15.3,28.9,42.9,51.1,37.0,0.34,999.9,1,178
